Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,total_salary
8000989,DEF,Ben Miller,Richmond,Carlton,6920,0,0,,88670
8000533,DEF,Lachie Plowman,Carlton,Richmond,7560,0,0,,88670
8000856,MID,Jack Graham,Richmond,Carlton,11040,0,0,,88670
8000379,MID,Blake Acres,Carlton,Richmond,11720,0,0,,88670
8000945,MID,Lachie Fogarty,Carlton,Richmond,7170,0,0,,88670
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,88670
8000454,RK,Marc Pittonet,Carlton,Richmond,8720,0,0,,88670
8000039,FWD,Dustin Martin,Richmond,Carlton,13330,0,0,,88670
8000046,FWD,Jack Riewoldt,Richmond,Carlton,9330,0,0,,88670
