Player_ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing_Status,Weight,total_salary,team_number
8000007,DEF,Sam Docherty,Carlton,Richmond,17160,0,0,,0.06727565,99070,1
8000608,DEF,Nathan Broad,Richmond,Carlton,9620,0,0,,0.037715137,99070,1
8001378,MID,Matthew Cottrell,Carlton,Richmond,9750,0,0,,0.030330368,99070,1
8000040,MID,Kamdyn McIntosh,Richmond,Carlton,11210,0,0,,0.034872146,99070,1
8000028,MID,Trent Cotchin,Richmond,Carlton,12670,0,0,,0.039413924,99070,1
8001454,MID,Jack Ross,Richmond,Carlton,9980,0,0,,0.031045853,99070,1
8001838,RK,Domanic Akuei,Carlton,Richmond,6000,0,0,,0.088054006,99070,1
8000139,FWD,Jack Martin,Carlton,Richmond,7910,0,0,,0.027927833,99070,1
8000803,FWD,Tim Taranto,Richmond,Carlton,14770,0,0,,0.052148431,99070,1
,,,,,,,,,,,
8000608,DEF,Nathan Broad,Richmond,Carlton,9620,0,0,,0.037715137,99670,2
8000099,DEF,Zac Williams,Carlton,Richmond,10870,0,0,,0.042615753,99670,2
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,0.040067193,99670,2
8001384,MID,Sam Walsh,Carlton,Richmond,15150,0,0,,0.047128725,99670,2
8000028,MID,Trent Cotchin,Richmond,Carlton,12670,0,0,,0.039413924,99670,2
8000039,MID,Dustin Martin,Richmond,Carlton,13330,0,0,,0.041467057,99670,2
8001790,RK,Samson Ryan,Richmond,Carlton,6000,0,0,,0.088054006,99670,2
8000723,FWD,Harry McKay,Carlton,Richmond,11240,0,0,,0.039685062,99670,2
8000139,FWD,Jack Martin,Carlton,Richmond,7910,0,0,,0.027927833,99670,2
,,,,,,,,,,,
8000984,DEF,Liam Baker,Richmond,Carlton,10740,0,0,,0.042106089,99970,3
8000906,DEF,Lewis Young,Carlton,Richmond,8750,0,0,,0.034304309,99970,3
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,0.040067193,99970,3
8000936,MID,Adam Cerra,Carlton,Richmond,14120,0,0,,0.043924594,99970,3
8000803,MID,Tim Taranto,Richmond,Carlton,14770,0,0,,0.045946619,99970,3
8000144,MID,Dion Prestia,Richmond,Carlton,13300,0,0,,0.041373732,99970,3
8000918,RK,Tom De Koning,Carlton,Richmond,9660,0,0,,0.14176695,99970,3
8002278,FWD,Jaxon Binns,Carlton,Richmond,6000,0,0,,0.021184197,99970,3
8001378,FWD,Matthew Cottrell,Carlton,Richmond,9750,0,0,,0.034424319,99970,3
,,,,,,,,,,,
8000167,DEF,Mitch McGovern,Carlton,Richmond,9850,0,0,,0.03861685,99780,4
8000007,DEF,Sam Docherty,Carlton,Richmond,17160,0,0,,0.06727565,99780,4
8000028,MID,Trent Cotchin,Richmond,Carlton,12670,0,0,,0.039413924,99780,4
8001384,MID,Sam Walsh,Carlton,Richmond,15150,0,0,,0.047128725,99780,4
8001568,MID,Thomson Dow,Richmond,Carlton,7220,0,0,,0.022460026,99780,4
8001378,MID,Matthew Cottrell,Carlton,Richmond,9750,0,0,,0.030330368,99780,4
8001787,RK,Mate Colina,Richmond,Carlton,6000,0,0,,0.088054006,99780,4
8000984,FWD,Liam Baker,Richmond,Carlton,10740,0,0,,0.037919712,99780,4
8000723,FWD,Harry McKay,Carlton,Richmond,11240,0,0,,0.039685062,99780,4
,,,,,,,,,,,
8000984,DEF,Liam Baker,Richmond,Carlton,10740,0,0,,0.042106089,99170,5
8000167,DEF,Mitch McGovern,Carlton,Richmond,9850,0,0,,0.03861685,99170,5
8000039,MID,Dustin Martin,Richmond,Carlton,13330,0,0,,0.041467057,99170,5
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,0.040067193,99170,5
8000144,MID,Dion Prestia,Richmond,Carlton,13300,0,0,,0.041373732,99170,5
8000461,MID,Jayden Short,Richmond,Carlton,13430,0,0,,0.041778137,99170,5
8000454,RK,Marc Pittonet,Carlton,Richmond,8720,0,0,,0.127971823,99170,5
8000716,FWD,Zac Fisher,Carlton,Richmond,10840,0,0,,0.038272782,99170,5
8001789,FWD,Maurice Rioli,Richmond,Carlton,6080,0,0,,0.021466653,99170,5
,,,,,,,,,,,
8000007,DEF,Sam Docherty,Carlton,Richmond,17160,0,0,,0.06727565,99110,6
8001788,DEF,Rhyan Mansell,Richmond,Carlton,7340,0,0,,0.028776414,99110,6
8000803,MID,Tim Taranto,Richmond,Carlton,14770,0,0,,0.045946619,99110,6
8000499,MID,Jacob Hopper,Richmond,Carlton,12690,0,0,,0.03947614,99110,6
8000936,MID,Adam Cerra,Carlton,Richmond,14120,0,0,,0.043924594,99110,6
8000004,MID,Patrick Cripps,Carlton,Richmond,15030,0,0,,0.046755428,99110,6
8001787,RK,Mate Colina,Richmond,Carlton,6000,0,0,,0.088054006,99110,6
8001894,FWD,Judson Clarke,Richmond,Carlton,6000,0,0,,0.021184197,99110,6
8001508,FWD,Josh Honey,Carlton,Richmond,6000,0,0,,0.021184197,99110,6
,,,,,,,,,,,
8001812,DEF,Jordan Boyd,Carlton,Richmond,6380,0,0,,0.025012742,99280,7
8000047,DEF,Daniel Rioli,Richmond,Carlton,12080,0,0,,0.047359548,99280,7
8001495,MID,Marlion Pickett,Richmond,Carlton,10390,0,0,,0.032321284,99280,7
8000144,MID,Dion Prestia,Richmond,Carlton,13300,0,0,,0.041373732,99280,7
8000936,MID,Adam Cerra,Carlton,Richmond,14120,0,0,,0.043924594,99280,7
8000004,MID,Patrick Cripps,Carlton,Richmond,15030,0,0,,0.046755428,99280,7
8001787,RK,Mate Colina,Richmond,Carlton,6000,0,0,,0.088054006,99280,7
8000984,FWD,Liam Baker,Richmond,Carlton,10740,0,0,,0.037919712,99280,7
8000723,FWD,Harry McKay,Carlton,Richmond,11240,0,0,,0.039685062,99280,7
,,,,,,,,,,,
8002279,DEF,Alex Cincotta,Carlton,Richmond,6000,0,0,,0.023522954,99960,8
8000007,DEF,Sam Docherty,Carlton,Richmond,17160,0,0,,0.06727565,99960,8
8001568,MID,Thomson Dow,Richmond,Carlton,7220,0,0,,0.022460026,99960,8
8001384,MID,Sam Walsh,Carlton,Richmond,15150,0,0,,0.047128725,99960,8
8000921,MID,Lochie O'Brien,Carlton,Richmond,10240,0,0,,0.031854663,99960,8
8001378,MID,Matthew Cottrell,Carlton,Richmond,9750,0,0,,0.030330368,99960,8
8000454,RK,Marc Pittonet,Carlton,Richmond,8720,0,0,,0.127971823,99960,8
8000854,FWD,Shai Bolton,Richmond,Carlton,10950,0,0,,0.038661159,99960,8
8000803,FWD,Tim Taranto,Richmond,Carlton,14770,0,0,,0.052148431,99960,8
,,,,,,,,,,,
8002341,DEF,Tylar Young,Richmond,Carlton,6000,0,0,,0.023522954,99330,9
8001788,DEF,Rhyan Mansell,Richmond,Carlton,7340,0,0,,0.028776414,99330,9
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,0.040067193,99330,9
8000040,MID,Kamdyn McIntosh,Richmond,Carlton,11210,0,0,,0.034872146,99330,9
8000144,MID,Dion Prestia,Richmond,Carlton,13300,0,0,,0.041373732,99330,9
8000461,MID,Jayden Short,Richmond,Carlton,13430,0,0,,0.041778137,99330,9
8000918,RK,Tom De Koning,Carlton,Richmond,9660,0,0,,0.14176695,99330,9
8000803,FWD,Tim Taranto,Richmond,Carlton,14770,0,0,,0.052148431,99330,9
8000984,FWD,Liam Baker,Richmond,Carlton,10740,0,0,,0.037919712,99330,9
,,,,,,,,,,,
8000906,DEF,Lewis Young,Carlton,Richmond,8750,0,0,,0.034304309,99330,10
8000881,DEF,Nic Newman,Carlton,Richmond,12240,0,0,,0.047986827,99330,10
8000856,MID,Jack Graham,Richmond,Carlton,11040,0,0,,0.034343309,99330,10
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,0.040067193,99330,10
8000144,MID,Dion Prestia,Richmond,Carlton,13300,0,0,,0.041373732,99330,10
8001896,MID,Tyler Sonsie,Richmond,Carlton,9310,0,0,,0.028961613,99330,10
8002283,RK,Hudson O'Keeffe,Carlton,Richmond,6000,0,0,,0.088054006,99330,10
8000856,FWD,Jack Graham,Richmond,Carlton,11040,0,0,,0.038978922,99330,10
8000803,FWD,Tim Taranto,Richmond,Carlton,14770,0,0,,0.052148431,99330,10
,,,,,,,,,,,
8000984,DEF,Liam Baker,Richmond,Carlton,10740,0,0,,0.042106089,99340,11
8000147,DEF,Adam Saad,Carlton,Richmond,12780,0,0,,0.050103893,99340,11
8000144,MID,Dion Prestia,Richmond,Carlton,13300,0,0,,0.041373732,99340,11
8000945,MID,Lachie Fogarty,Carlton,Richmond,7170,0,0,,0.022304486,99340,11
8000621,MID,Matthew Kennedy,Carlton,Richmond,12940,0,0,,0.040253842,99340,11
8000461,MID,Jayden Short,Richmond,Carlton,13430,0,0,,0.041778137,99340,11
8000240,RK,Toby Nankervis,Richmond,Carlton,12090,0,0,,0.177428823,99340,11
8001567,FWD,Noah Cumberland,Richmond,Carlton,7580,0,0,,0.026762702,99340,11
8001896,FWD,Tyler Sonsie,Richmond,Carlton,9310,0,0,,0.032870812,99340,11
,,,,,,,,,,,
