Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,total_salary
8000881,DEF,Nic Newman,Carlton,Richmond,12240,0,0,,89240
8000147,DEF,Adam Saad,Carlton,Richmond,12780,0,0,,89240
8001454,MID,Jack Ross,Richmond,Carlton,9980,0,0,,89240
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,89240
8000006,MID,Ed Curnow,Carlton,Richmond,11870,0,0,,89240
8001568,MID,Thomson Dow,Richmond,Carlton,7220,0,0,,89240
8001813,RK,Alex Mirkov,Carlton,Richmond,6000,0,0,,89240
8001733,FWD,Corey Durdin,Carlton,Richmond,6000,0,0,,89240
8000637,FWD,Jack Silvagni,Carlton,Richmond,10270,0,0,,89240
