Player_ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing_Status,Weight,total_salary,team_number
8000047,DEF,Daniel Rioli,Richmond,Carlton,12080,0,0,,0.047359548,99490,1
8001893,DEF,Tom Brown,Richmond,Carlton,6000,0,0,,0.023522954,99490,1
8001495,MID,Marlion Pickett,Richmond,Carlton,10390,0,0,,0.032321284,99490,1
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,0.040067193,99490,1
8000854,MID,Shai Bolton,Richmond,Carlton,10950,0,0,,0.034063336,99490,1
8000621,MID,Matthew Kennedy,Carlton,Richmond,12940,0,0,,0.040253842,99490,1
8000454,RK,Marc Pittonet,Carlton,Richmond,8720,0,0,,0.127971823,99490,1
8000039,FWD,Dustin Martin,Richmond,Carlton,13330,0,0,,0.047064223,99490,1
8000137,FWD,Tom Lynch,Richmond,Carlton,12200,0,0,,0.043074533,99490,1
,,,,,,,,,,,
8002280,DEF,Lachlan Cowan,Carlton,Richmond,6000,0,0,,0.023522954,99760,2
8000147,DEF,Adam Saad,Carlton,Richmond,12780,0,0,,0.050103893,99760,2
8000803,MID,Tim Taranto,Richmond,Carlton,14770,0,0,,0.045946619,99760,2
8000461,MID,Jayden Short,Richmond,Carlton,13430,0,0,,0.041778137,99760,2
8001568,MID,Thomson Dow,Richmond,Carlton,7220,0,0,,0.022460026,99760,2
8001495,MID,Marlion Pickett,Richmond,Carlton,10390,0,0,,0.032321284,99760,2
8000918,RK,Tom De Koning,Carlton,Richmond,9660,0,0,,0.14176695,99760,2
8000984,FWD,Liam Baker,Richmond,Carlton,10740,0,0,,0.037919712,99760,2
8000803,FWD,Tim Taranto,Richmond,Carlton,14770,0,0,,0.052148431,99760,2
,,,,,,,,,,,
8001571,DEF,Hugo Ralphsmith,Richmond,Carlton,8180,0,0,,0.032069628,99760,3
8000881,DEF,Nic Newman,Carlton,Richmond,12240,0,0,,0.047986827,99760,3
8000461,MID,Jayden Short,Richmond,Carlton,13430,0,0,,0.041778137,99760,3
8000936,MID,Adam Cerra,Carlton,Richmond,14120,0,0,,0.043924594,99760,3
8001378,MID,Matthew Cottrell,Carlton,Richmond,9750,0,0,,0.030330368,99760,3
8000803,MID,Tim Taranto,Richmond,Carlton,14770,0,0,,0.045946619,99760,3
8000857,RK,Ivan Soldo,Richmond,Carlton,7670,0,0,,0.112562372,99760,3
8000046,FWD,Jack Riewoldt,Richmond,Carlton,9330,0,0,,0.032941426,99760,3
8000637,FWD,Jack Silvagni,Carlton,Richmond,10270,0,0,,0.036260283,99760,3
,,,,,,,,,,,
8000147,DEF,Adam Saad,Carlton,Richmond,12780,0,0,,0.050103893,97460,4
8001838,DEF,Domanic Akuei,Carlton,Richmond,6000,0,0,,0.023522954,97460,4
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,0.040067193,97460,4
8001568,MID,Thomson Dow,Richmond,Carlton,7220,0,0,,0.022460026,97460,4
8000803,MID,Tim Taranto,Richmond,Carlton,14770,0,0,,0.045946619,97460,4
8000854,MID,Shai Bolton,Richmond,Carlton,10950,0,0,,0.034063336,97460,4
8000240,RK,Toby Nankervis,Richmond,Carlton,12090,0,0,,0.177428823,97460,4
8000803,FWD,Tim Taranto,Richmond,Carlton,14770,0,0,,0.052148431,97460,4
8001894,FWD,Judson Clarke,Richmond,Carlton,6000,0,0,,0.021184197,97460,4
,,,,,,,,,,,
8000533,DEF,Lachie Plowman,Carlton,Richmond,7560,0,0,,0.029638923,89790,5
8000828,DEF,Sam Durdin,Carlton,Richmond,6000,0,0,,0.023522954,89790,5
8000856,MID,Jack Graham,Richmond,Carlton,11040,0,0,,0.034343309,89790,5
8001384,MID,Sam Walsh,Carlton,Richmond,15150,0,0,,0.047128725,89790,5
8000039,MID,Dustin Martin,Richmond,Carlton,13330,0,0,,0.041467057,89790,5
8001896,MID,Tyler Sonsie,Richmond,Carlton,9310,0,0,,0.028961613,89790,5
8000240,RK,Toby Nankervis,Richmond,Carlton,12090,0,0,,0.177428823,89790,5
8002337,FWD,Kaelan Bradtke,Richmond,Carlton,6000,0,0,,0.021184197,89790,5
8001896,FWD,Tyler Sonsie,Richmond,Carlton,9310,0,0,,0.032870812,89790,5
,,,,,,,,,,,
8000147,DEF,Adam Saad,Carlton,Richmond,12780,0,0,,0.050103893,93190,6
8001571,DEF,Hugo Ralphsmith,Richmond,Carlton,8180,0,0,,0.032069628,93190,6
8000144,MID,Dion Prestia,Richmond,Carlton,13300,0,0,,0.041373732,93190,6
8000509,MID,David Cuningham,Carlton,Richmond,7180,0,0,,0.022335594,93190,6
8000854,MID,Shai Bolton,Richmond,Carlton,10950,0,0,,0.034063336,93190,6
8000006,MID,Ed Curnow,Carlton,Richmond,11870,0,0,,0.036925278,93190,6
8000240,RK,Toby Nankervis,Richmond,Carlton,12090,0,0,,0.177428823,93190,6
8000716,FWD,Zac Fisher,Carlton,Richmond,10840,0,0,,0.038272782,93190,6
8002282,FWD,Harry Lemmey,Carlton,Richmond,6000,0,0,,0.021184197,93190,6
,,,,,,,,,,,
8000147,DEF,Adam Saad,Carlton,Richmond,12780,0,0,,0.050103893,91560,7
8000533,DEF,Lachie Plowman,Carlton,Richmond,7560,0,0,,0.029638923,91560,7
8001378,MID,Matthew Cottrell,Carlton,Richmond,9750,0,0,,0.030330368,91560,7
8001568,MID,Thomson Dow,Richmond,Carlton,7220,0,0,,0.022460026,91560,7
8000006,MID,Ed Curnow,Carlton,Richmond,11870,0,0,,0.036925278,91560,7
8000144,MID,Dion Prestia,Richmond,Carlton,13300,0,0,,0.041373732,91560,7
8001790,RK,Samson Ryan,Richmond,Carlton,6000,0,0,,0.088054006,91560,7
8000039,FWD,Dustin Martin,Richmond,Carlton,13330,0,0,,0.047064223,91560,7
8001378,FWD,Matthew Cottrell,Carlton,Richmond,9750,0,0,,0.034424319,91560,7
,,,,,,,,,,,
8001571,DEF,Hugo Ralphsmith,Richmond,Carlton,8180,0,0,,0.032069628,97700,8
8000985,DEF,Noah Balta,Richmond,Carlton,7720,0,0,,0.030266201,97700,8
8000040,MID,Kamdyn McIntosh,Richmond,Carlton,11210,0,0,,0.034872146,97700,8
