Player_ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing_Status,Weight,total_salary,team_number
8000621,MID,Matthew Kennedy,Carlton,Richmond,12940,0,0,,0.040253842,93680,11
8000454,RK,Marc Pittonet,Carlton,Richmond,8720,0,0,,0.127971823,93680,11
8000803,FWD,Tim Taranto,Richmond,Carlton,14770,0,0,,0.052148431,93680,11
8002338,FWD,Seth Campbell,Richmond,Carlton,6000,0,0,,0.021184197,93680,11
,,,,,,,,,,,
8000099,DEF,Zac Williams,Carlton,Richmond,10870,0,0,,0.042615753,96850,12
8000984,DEF,Liam Baker,Richmond,Carlton,10740,0,0,,0.042106089,96850,12
8000621,MID,Matthew Kennedy,Carlton,Richmond,12940,0,0,,0.040253842,96850,12
8000936,MID,Adam Cerra,Carlton,Richmond,14120,0,0,,0.043924594,96850,12
8001495,MID,Marlion Pickett,Richmond,Carlton,10390,0,0,,0.032321284,96850,12
8000499,MID,Jacob Hopper,Richmond,Carlton,12690,0,0,,0.03947614,96850,12
8001787,RK,Mate Colina,Richmond,Carlton,6000,0,0,,0.088054006,96850,12
8000723,FWD,Harry McKay,Carlton,Richmond,11240,0,0,,0.039685062,96850,12
8001381,FWD,Matthew Owies,Carlton,Richmond,7860,0,0,,0.027751298,96850,12
,,,,,,,,,,,
8000167,DEF,Mitch McGovern,Carlton,Richmond,9850,0,0,,0.03861685,97350,13
8000608,DEF,Nathan Broad,Richmond,Carlton,9620,0,0,,0.037715137,97350,13
8000621,MID,Matthew Kennedy,Carlton,Richmond,12940,0,0,,0.040253842,97350,13
8000028,MID,Trent Cotchin,Richmond,Carlton,12670,0,0,,0.039413924,97350,13
8000803,MID,Tim Taranto,Richmond,Carlton,14770,0,0,,0.045946619,97350,13
8002279,MID,Alex Cincotta,Carlton,Richmond,6000,0,0,,0.018664842,97350,13
8000240,RK,Toby Nankervis,Richmond,Carlton,12090,0,0,,0.177428823,97350,13
8000039,FWD,Dustin Martin,Richmond,Carlton,13330,0,0,,0.047064223,97350,13
8001789,FWD,Maurice Rioli,Richmond,Carlton,6080,0,0,,0.021466653,97350,13
,,,,,,,,,,,
8000608,DEF,Nathan Broad,Richmond,Carlton,9620,0,0,,0.037715137,98580,14
8001838,DEF,Domanic Akuei,Carlton,Richmond,6000,0,0,,0.023522954,98580,14
8000379,MID,Blake Acres,Carlton,Richmond,11720,0,0,,0.036458657,98580,14
8000231,MID,George Hewett,Carlton,Richmond,12880,0,0,,0.040067193,98580,14
8001384,MID,Sam Walsh,Carlton,Richmond,15150,0,0,,0.047128725,98580,14
8000006,MID,Ed Curnow,Carlton,Richmond,11870,0,0,,0.036925278,98580,14
8000918,RK,Tom De Koning,Carlton,Richmond,9660,0,0,,0.14176695,98580,14
8000005,FWD,Charlie Curnow,Carlton,Richmond,10940,0,0,,0.038625852,98580,14
8000984,FWD,Liam Baker,Richmond,Carlton,10740,0,0,,0.037919712,98580,14
,,,,,,,,,,,
8000147,DEF,Adam Saad,Carlton,Richmond,12780,0,0,,0.050103893,99010,15
8001509,DEF,Brodie Kemp,Carlton,Richmond,6120,0,0,,0.023993414,99010,15
8000856,MID,Jack Graham,Richmond,Carlton,11040,0,0,,0.034343309,99010,15
8000004,MID,Patrick Cripps,Carlton,Richmond,15030,0,0,,0.046755428,99010,15
8000461,MID,Jayden Short,Richmond,Carlton,13430,0,0,,0.041778137,99010,15
8000028,MID,Trent Cotchin,Richmond,Carlton,12670,0,0,,0.039413924,99010,15
8001838,RK,Domanic Akuei,Carlton,Richmond,6000,0,0,,0.088054006,99010,15
8000945,FWD,Lachie Fogarty,Carlton,Richmond,7170,0,0,,0.025315115,99010,15
8000803,FWD,Tim Taranto,Richmond,Carlton,14770,0,0,,0.052148431,99010,15
